FAQ_No,Category1,Category2,Category3,Category4,Category5,Question,Answer,Landing URL,Image info (URL)
507,부서 및 시설물,지원기관,예비군연대,,,0168,"<지원기관>
예비군연대
033-730-0168

학군단 건물 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/yebigun/index.do,
508,부서 및 시설물,지원기관,학생군사교육단,,,ROTC,"<지원기관>
학생군사교육단
033-730-0685
033-730-0686
033-730-0687
033-730-0688

학군단 건물 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/rotc/index.do,
509,부서 및 시설물,지원기관,학생군사교육단,,,0687,"<지원기관>
학생군사교육단
033-730-0685
033-730-0686
033-730-0687
033-730-0688

학군단 건물 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/rotc/index.do,
510,부서 및 시설물,지원기관,학생군사교육단,,,0685,"<지원기관>
학생군사교육단
033-730-0685
033-730-0686
033-730-0687
033-730-0688

학군단 건물 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/rotc/index.do,
511,부서 및 시설물,지원기관,학생군사교육단,,,730-0685,"<지원기관>
학생군사교육단
033-730-0685
033-730-0686
033-730-0687
033-730-0688

학군단 건물 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/rotc/index.do,
512,부서 및 시설물,지원기관,학생군사교육단,,,730-0688,"<지원기관>
학생군사교육단
033-730-0685
033-730-0686
033-730-0687
033-730-0688

학군단 건물 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/rotc/index.do,
513,부서 및 시설물,지원기관,학생군사교육단,,,학생군사교육단,"<지원기관>
학생군사교육단
033-730-0685
033-730-0686
033-730-0687
033-730-0688

학군단 건물 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/rotc/index.do,
514,부서 및 시설물,지원기관,학생군사교육단,,,0688,"<지원기관>
학생군사교육단
033-730-0685
033-730-0686
033-730-0687
033-730-0688

학군단 건물 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/rotc/index.do,
515,부서 및 시설물,지원기관,학생군사교육단,,,학군,"<지원기관>
학생군사교육단
033-730-0685
033-730-0686
033-730-0687
033-730-0688

학군단 건물 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/rotc/index.do,
516,부서 및 시설물,지원기관,학생군사교육단,,,730-0686,"<지원기관>
학생군사교육단
033-730-0685
033-730-0686
033-730-0687
033-730-0688

학군단 건물 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/rotc/index.do,
517,부서 및 시설물,지원기관,학생군사교육단,,,033-730-0685,"<지원기관>
학생군사교육단
033-730-0685
033-730-0686
033-730-0687
033-730-0688

학군단 건물 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/rotc/index.do,
518,부서 및 시설물,지원기관,학생군사교육단,,,033-730-0687,"<지원기관>
학생군사교육단
033-730-0685
033-730-0686
033-730-0687
033-730-0688

학군단 건물 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/rotc/index.do,
519,부서 및 시설물,지원기관,학생군사교육단,,,0686,"<지원기관>
학생군사교육단
033-730-0685
033-730-0686
033-730-0687
033-730-0688

학군단 건물 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/rotc/index.do,
520,부서 및 시설물,지원기관,학생군사교육단,,,730-0687,"<지원기관>
학생군사교육단
033-730-0685
033-730-0686
033-730-0687
033-730-0688

학군단 건물 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/rotc/index.do,
521,부서 및 시설물,지원기관,학생군사교육단,,,033-730-0688,"<지원기관>
학생군사교육단
033-730-0685
033-730-0686
033-730-0687
033-730-0688

학군단 건물 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/rotc/index.do,
522,부서 및 시설물,지원기관,학생군사교육단,,,알오티씨,"<지원기관>
학생군사교육단
033-730-0685
033-730-0686
033-730-0687
033-730-0688

학군단 건물 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/rotc/index.do,
523,부서 및 시설물,지원기관,학생군사교육단,,,033-730-0686,"<지원기관>
학생군사교육단
033-730-0685
033-730-0686
033-730-0687
033-730-0688

학군단 건물 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/rotc/index.do,
524,부서 및 시설물,학생회,총학생회,,,033-730-0691,"<학생회>
총학생회
033-730-0690
033-730-0691",,
525,부서 및 시설물,학생회,총학생회,,,0691,"<학생회>
총학생회
033-730-0690
033-730-0691",,
526,부서 및 시설물,학생회,총학생회,,,0690,"<학생회>
총학생회
033-730-0690
033-730-0691",,
527,부서 및 시설물,학생회,총학생회,,,730-0691,"<학생회>
총학생회
033-730-0690
033-730-0691",,
528,부서 및 시설물,학생회,총학생회,,,730-0690,"<학생회>
총학생회
033-730-0690
033-730-0691",,
529,부서 및 시설물,학생회,총학생회,,,총학생회,"<학생회>
총학생회
033-730-0690
033-730-0691",,
530,부서 및 시설물,학생회,총학생회,,,033-730-0690,"<학생회>
총학생회
033-730-0690
033-730-0691",,
531,부서 및 시설물,학생회,중앙선거관리위원회,,,033-730-0691,"<학생회>
중앙선거관리위원회
033-730-0690
033-730-0691",,
532,부서 및 시설물,학생회,중앙선거관리위원회,,,0691,"<학생회>
중앙선거관리위원회
033-730-0690
033-730-0691",,
533,부서 및 시설물,학생회,중앙선거관리위원회,,,0690,"<학생회>
중앙선거관리위원회
033-730-0690
033-730-0691",,
534,부서 및 시설물,학생회,중앙선거관리위원회,,,730-0691,"<학생회>
중앙선거관리위원회
033-730-0690
033-730-0691",,
535,부서 및 시설물,학생회,중앙선거관리위원회,,,730-0690,"<학생회>
중앙선거관리위원회
033-730-0690
033-730-0691",,
536,부서 및 시설물,학생회,중앙선거관리위원회,,,033-730-0690,"<학생회>
중앙선거관리위원회
033-730-0690
033-730-0691",,
537,부서 및 시설물,학생회,중앙선거관리위원회,,,중앙선거관리위원회,"<학생회>
중앙선거관리위원회
033-730-0690
033-730-0691",,
538,부서 및 시설물,학생회,졸업준비위원회,,,졸업준비위원회,"<학생회>
졸업준비위원회
010-5525-8031",,
539,부서 및 시설물,학생회,교지편집위원회,,,교지편집위원회,"<학생회>
교지편집위원회
010-6228-2426",,
540,부서 및 시설물,식당,식당,,,033-738-7808,"<식당>
식당
033-738-7808

창조관 / 동악관",,
541,부서 및 시설물,식당,식당,,,738-7808,"<식당>
식당
033-738-7808

창조관 / 동악관",,
542,부서 및 시설물,식당,식당,,,7808,"<식당>
식당
033-738-7808

창조관 / 동악관",,
543,부서 및 시설물,식당,식당,,,식당,"<식당>
식당
033-738-7808

창조관 / 동악관",,
544,부서 및 시설물,카페,동악마루 카페,,,7901,"<카페>
동악마루 카페
033-738-7901

동악관 외부
평일 : 09:00~19:00(금 17:00)
주말 : 휴무",,
545,부서 및 시설물,카페,동악마루 카페,,,738-7901,"<카페>
동악마루 카페
033-738-7901

동악관 외부
평일 : 09:00~19:00(금 17:00)
주말 : 휴무",,
546,부서 및 시설물,카페,동악마루 카페,,,033-738-7901,"<카페>
동악마루 카페
033-738-7901

동악관 외부
평일 : 09:00~19:00(금 17:00)
주말 : 휴무",,
547,부서 및 시설물,카페,동악마루 카페,,,동악마루 카페,"<카페>
동악마루 카페
033-738-7901

동악관 외부
평일 : 09:00~19:00(금 17:00)
주말 : 휴무",,
548,부서 및 시설물,카페,카페딕셔너리,,,카페딕셔너리,"<카페>
카페딕셔너리


학술정보원 1층
평일 : 09:00~17:00
주말 : 휴무",,
549,부서 및 시설물,카페,민주관 카페,,,민주관 카페,"<카페>
민주관 카페


창조관 1층
평일 : 09:00~17:00
주말 : 휴무",,
550,부서 및 시설물,매점,동악관 매점,,,738-7950,"<매점>
동악관 매점
033-738-7950

동악관 앞
평일 : 09:00~19:00
주말 : 휴무",,
551,부서 및 시설물,매점,동악관 매점,,,7950,"<매점>
동악관 매점
033-738-7950

동악관 앞
평일 : 09:00~19:00
주말 : 휴무",,
552,부서 및 시설물,매점,동악관 매점,,,033-738-7950,"<매점>
동악관 매점
033-738-7950

동악관 앞
평일 : 09:00~19:00
주말 : 휴무",,
553,부서 및 시설물,매점,동악관 매점,,,동악관 매점,"<매점>
동악관 매점
033-738-7950

동악관 앞
평일 : 09:00~19:00
주말 : 휴무",,
554,부서 및 시설물,매점,승강장 매점,,,승강장 매점,"<매점>
승강장 매점
033-738-7733

승강장 1층
평일 : 10:00~21:00
주말 : 휴무",,
555,부서 및 시설물,매점,승강장 매점,,,033-738-7733,"<매점>
승강장 매점
033-738-7733

승강장 1층
평일 : 10:00~21:00
주말 : 휴무",,
556,부서 및 시설물,매점,승강장 매점,,,7733,"<매점>
승강장 매점
033-738-7733

승강장 1층
평일 : 10:00~21:00
주말 : 휴무",,
557,부서 및 시설물,매점,승강장 매점,,,738-7733,"<매점>
승강장 매점
033-738-7733

승강장 1층
평일 : 10:00~21:00
주말 : 휴무",,
558,부서 및 시설물,매점,학술정보원 매점,,,738-7950,"<매점>
학술정보원 매점
033-738-7950

학술정보원 1층
평일 : 09:00~19:00
주말 : 휴무",,
559,부서 및 시설물,매점,학술정보원 매점,,,학술정보원 매점,"<매점>
학술정보원 매점
033-738-7950

학술정보원 1층
평일 : 09:00~19:00
주말 : 휴무",,
560,부서 및 시설물,매점,학술정보원 매점,,,7950,"<매점>
학술정보원 매점
033-738-7950

학술정보원 1층
평일 : 09:00~19:00
주말 : 휴무",,
561,부서 및 시설물,매점,학술정보원 매점,,,033-738-7950,"<매점>
학술정보원 매점
033-738-7950

학술정보원 1층
평일 : 09:00~19:00
주말 : 휴무",,
562,부서 및 시설물,편의점,민주관 이마트24,,,민주관 이마트24,"<편의점>
민주관 이마트24


민주관 1층
평일 : 09:00~19:00
평일 19시 이후 무인시스템으로 운영",,
563,부서 및 시설물,편의점,창조관 이마트24,,,창조관 이마트24,"<편의점>
창조관 이마트24


창조관 1층
평일 : 09:00~19:00
평일 19시 이후 무인시스템으로 운영",,
564,부서 및 시설물,패스트푸드,맘스터치,,,7382,"<패스트푸드>
맘스터치
033-744-7382

상지카페
평일 : 10:00~17:00
주말 : 휴무",,
565,부서 및 시설물,패스트푸드,맘스터치,,,맘스터치,"<패스트푸드>
맘스터치
033-744-7382

상지카페
평일 : 10:00~17:00
주말 : 휴무",,
566,부서 및 시설물,패스트푸드,맘스터치,,,033-744-7382,"<패스트푸드>
맘스터치
033-744-7382

상지카페
평일 : 10:00~17:00
주말 : 휴무",,
567,부서 및 시설물,패스트푸드,맘스터치,,,744-7382,"<패스트푸드>
맘스터치
033-744-7382

상지카페
평일 : 10:00~17:00
주말 : 휴무",,
568,부서 및 시설물,자판기,음료자판기,,,7901,"<자판기>
음료자판기
033-738-7901",,
569,부서 및 시설물,자판기,음료자판기,,,738-7901,"<자판기>
음료자판기
033-738-7901",,
570,부서 및 시설물,자판기,음료자판기,,,033-738-7901,"<자판기>
음료자판기
033-738-7901",,
571,부서 및 시설물,자판기,음료자판기,,,음료자판기,"<자판기>
음료자판기
033-738-7901",,
572,부서 및 시설물,자판기,커피자판기,,,033-738-7713,"<자판기>
커피자판기
033-738-7713",,
573,부서 및 시설물,자판기,커피자판기,,,7713,"<자판기>
커피자판기
033-738-7713",,
574,부서 및 시설물,자판기,커피자판기,,,커피자판기,"<자판기>
커피자판기
033-738-7713",,
575,부서 및 시설물,자판기,커피자판기,,,738-7713,"<자판기>
커피자판기
033-738-7713",,
576,부서 및 시설물,자판기,라면자판기,,,033-738-7713,"<자판기>
라면자판기
033-738-7713",,
577,부서 및 시설물,자판기,라면자판기,,,라면자판기,"<자판기>
라면자판기
033-738-7713",,
578,부서 및 시설물,자판기,라면자판기,,,7713,"<자판기>
라면자판기
033-738-7713",,
579,부서 및 시설물,자판기,라면자판기,,,738-7713,"<자판기>
라면자판기
033-738-7713",,
580,부서 및 시설물,자판기,멀티자판기,,,033-738-7713,"<자판기>
멀티자판기
033-738-7713",,
581,부서 및 시설물,자판기,멀티자판기,,,멀티자판기,"<자판기>
멀티자판기
033-738-7713",,
582,부서 및 시설물,자판기,멀티자판기,,,7713,"<자판기>
멀티자판기
033-738-7713",,
583,부서 및 시설물,자판기,멀티자판기,,,738-7713,"<자판기>
멀티자판기
033-738-7713",,
584,부서 및 시설물,서점,구내서점,,,7715,"<서점>
구내서점
033-738-7715

민주관 3층
평일 : 09:00~19:00
주말 : 휴무",,
585,부서 및 시설물,서점,구내서점,,,033-738-7715,"<서점>
구내서점
033-738-7715

민주관 3층
평일 : 09:00~19:00
주말 : 휴무",,
586,부서 및 시설물,서점,구내서점,,,구내서점,"<서점>
구내서점
033-738-7715

민주관 3층
평일 : 09:00~19:00
주말 : 휴무",,
587,부서 및 시설물,서점,구내서점,,,738-7715,"<서점>
구내서점
033-738-7715

민주관 3층
평일 : 09:00~19:00
주말 : 휴무",,
588,부서 및 시설물,안경원,민주관 안경원,,,민주관 안경원,"<안경원>
민주관 안경원
033-744-6157

민주관 3층
평일 : 09:00~19:00
주말 : 휴무",,
589,부서 및 시설물,안경원,민주관 안경원,,,744-6157,"<안경원>
민주관 안경원
033-744-6157

민주관 3층
평일 : 09:00~19:00
주말 : 휴무",,
590,부서 및 시설물,안경원,민주관 안경원,,,033-744-6157,"<안경원>
민주관 안경원
033-744-6157

민주관 3층
평일 : 09:00~19:00
주말 : 휴무",,
591,부서 및 시설물,안경원,민주관 안경원,,,6157,"<안경원>
민주관 안경원
033-744-6157

민주관 3층
평일 : 09:00~19:00
주말 : 휴무",,
592,부서 및 시설물,복사기,학술정보원 복사기,,,학술정보원 복사기,"<복사기>
학술정보원 복사기


학술정보원 3층",,
593,부서 및 시설물,복사기,동악관 복사기,,,동악관 복사기,"<복사기>
동악관 복사기


동악관 1층",,
594,부서 및 시설물,복사점,동악관 복사점,,,746-4594,"<복사점>
동악관 복사점
033-746-4594

동악관 3층
평일 : 09:00~19:00
주말 : 휴무",,
595,부서 및 시설물,복사점,동악관 복사점,,,033-746-4594,"<복사점>
동악관 복사점
033-746-4594

동악관 3층
평일 : 09:00~19:00
주말 : 휴무",,
596,부서 및 시설물,복사점,동악관 복사점,,,4594,"<복사점>
동악관 복사점
033-746-4594

동악관 3층
평일 : 09:00~19:00
주말 : 휴무",,
597,부서 및 시설물,복사점,동악관 복사점,,,동악관 복사점,"<복사점>
동악관 복사점
033-746-4594

동악관 3층
평일 : 09:00~19:00
주말 : 휴무",,
598,부서 및 시설물,복사점,창조관 복사점,,,733-9781,"<복사점>
창조관 복사점
033-733-9781

창조관 1층
평일 : 09:00~19:00
주말 : 휴무",,
599,부서 및 시설물,복사점,창조관 복사점,,,창조관 복사점,"<복사점>
창조관 복사점
033-733-9781

창조관 1층
평일 : 09:00~19:00
주말 : 휴무",,
600,부서 및 시설물,복사점,창조관 복사점,,,033-733-9781,"<복사점>
창조관 복사점
033-733-9781

창조관 1층
평일 : 09:00~19:00
주말 : 휴무",,
601,부서 및 시설물,복사점,창조관 복사점,,,9781,"<복사점>
창조관 복사점
033-733-9781

창조관 1층
평일 : 09:00~19:00
주말 : 휴무",,
602,부서 및 시설물,증명서,증명서 발급기,,,증명서 발급기,"<증명서>
증명서 발급기


인재관 1층 학사관리부",,
603,부서 및 시설물,은행,신한은행,,,신한은행,"<은행>
신한은행


창조관 2층",,
604,부서 및 시설물,은행,신한은행 ATM,,,신한은행 ATM,"<은행>
신한은행 ATM


대학원관 앞, 동악관 앞, 창조관 1층",,
605,부서 및 시설물,은행,농협,,,농협,"<은행>
농협


창조관 1층",,
606,부서 및 시설물,생활관,믿음관,,,남자 생활관,"<생활관>
믿음관
033-730-0571

남자 기숙사",https://www.sangji.ac.kr/dorm/index.do,
607,부서 및 시설물,생활관,믿음관,,,0571,"<생활관>
믿음관
033-730-0571

남자 기숙사",https://www.sangji.ac.kr/dorm/index.do,
608,부서 및 시설물,생활관,믿음관,,,남자 기숙사,"<생활관>
믿음관
033-730-0571

남자 기숙사",https://www.sangji.ac.kr/dorm/index.do,
609,부서 및 시설물,생활관,믿음관,,,033-730-0571,"<생활관>
믿음관
033-730-0571

남자 기숙사",https://www.sangji.ac.kr/dorm/index.do,
610,부서 및 시설물,생활관,믿음관,,,믿음관,"<생활관>
믿음관
033-730-0571

남자 기숙사",https://www.sangji.ac.kr/dorm/index.do,
611,부서 및 시설물,생활관,믿음관,,,730-0571,"<생활관>
믿음관
033-730-0571

남자 기숙사",https://www.sangji.ac.kr/dorm/index.do,
612,부서 및 시설물,생활관,믿음관,,,남긱,"<생활관>
믿음관
033-730-0571

남자 기숙사",https://www.sangji.ac.kr/dorm/index.do,
613,부서 및 시설물,생활관,맑음관,,,여자 기숙사,"<생활관>
맑음관
033-738-7570

여자 기숙사",https://www.sangji.ac.kr/dorm/index.do,
614,부서 및 시설물,생활관,맑음관,,,033-738-7570,"<생활관>
맑음관
033-738-7570

여자 기숙사",https://www.sangji.ac.kr/dorm/index.do,
615,부서 및 시설물,생활관,맑음관,,,738-7570,"<생활관>
맑음관
033-738-7570

여자 기숙사",https://www.sangji.ac.kr/dorm/index.do,
616,부서 및 시설물,생활관,맑음관,,,맑음관,"<생활관>
맑음관
033-738-7570

여자 기숙사",https://www.sangji.ac.kr/dorm/index.do,
617,부서 및 시설물,생활관,맑음관,,,여긱,"<생활관>
맑음관
033-738-7570

여자 기숙사",https://www.sangji.ac.kr/dorm/index.do,
618,부서 및 시설물,생활관,맑음관,,,여자 생활관,"<생활관>
맑음관
033-738-7570

여자 기숙사",https://www.sangji.ac.kr/dorm/index.do,
619,부서 및 시설물,생활관,맑음관,,,7570,"<생활관>
맑음관
033-738-7570

여자 기숙사",https://www.sangji.ac.kr/dorm/index.do,
620,부서 및 시설물,취창업진로지원팀,취창업진로지원팀,,,033-730-0131,"<취창업진로지원팀>
취창업진로지원팀
033-730-0131

인재관 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00
job@sangji.ac.kr",https://caam.sangji.ac.kr/,
621,부서 및 시설물,취창업진로지원팀,취창업진로지원팀,,,취창업진로지원팀,"<취창업진로지원팀>
취창업진로지원팀
033-730-0131

인재관 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00
job@sangji.ac.kr",https://caam.sangji.ac.kr/,
622,부서 및 시설물,취창업진로지원팀,취창업진로지원팀,,,730-0131,"<취창업진로지원팀>
취창업진로지원팀
033-730-0131

인재관 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00
job@sangji.ac.kr",https://caam.sangji.ac.kr/,
623,부서 및 시설물,취창업진로지원팀,취창업진로지원팀,,,0131,"<취창업진로지원팀>
취창업진로지원팀
033-730-0131

인재관 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00
job@sangji.ac.kr",https://caam.sangji.ac.kr/,
624,부서 및 시설물,학사안내,수강신청,,,0383,"<학사안내>
수강신청
033-730-0383",,
625,부서 및 시설물,학사안내,수강신청,,,033-730-0383,"<학사안내>
수강신청
033-730-0383",,
626,부서 및 시설물,학사안내,수강신청,,,730-0383,"<학사안내>
수강신청
033-730-0383",,
627,부서 및 시설물,학사안내,수강신청,,,수강신청,"<학사안내>
수강신청
033-730-0383",,
628,부서 및 시설물,학사안내,"졸업, 성적, 교직이수",,,"졸업, 성적, 교직이수","<학사안내>
졸업, 성적, 교직이수
033-730-0122",,
629,부서 및 시설물,학사안내,"졸업, 성적, 교직이수",,,033-730-0122,"<학사안내>
졸업, 성적, 교직이수
033-730-0122",,
630,부서 및 시설물,학사안내,"졸업, 성적, 교직이수",,,0122,"<학사안내>
졸업, 성적, 교직이수
033-730-0122",,
631,부서 및 시설물,학사안내,"졸업, 성적, 교직이수",,,730-0122,"<학사안내>
졸업, 성적, 교직이수
033-730-0122",,
632,부서 및 시설물,학사안내,"복수전공, 복수부전공, 전과, 재입학",,,"복수전공, 복수부전공, 전과, 재입학","<학사안내>
복수전공, 복수부전공, 전과, 재입학
033-730-0123",,
633,부서 및 시설물,학사안내,"복수전공, 복수부전공, 전과, 재입학",,,730-0123,"<학사안내>
복수전공, 복수부전공, 전과, 재입학
033-730-0123",,
634,부서 및 시설물,학사안내,"복수전공, 복수부전공, 전과, 재입학",,,0123,"<학사안내>
복수전공, 복수부전공, 전과, 재입학
033-730-0123",,
635,부서 및 시설물,학사안내,"복수전공, 복수부전공, 전과, 재입학",,,033-730-0123,"<학사안내>
복수전공, 복수부전공, 전과, 재입학
033-730-0123",,
636,부서 및 시설물,학사안내,"제증명발급, 휴/복학",,,730-0121,"<학사안내>
제증명발급, 휴/복학
033-730-0121",,
637,부서 및 시설물,학사안내,"제증명발급, 휴/복학",,,033-730-0121,"<학사안내>
제증명발급, 휴/복학
033-730-0121",,
638,부서 및 시설물,학사안내,"제증명발급, 휴/복학",,,0121,"<학사안내>
제증명발급, 휴/복학
033-730-0121",,
639,부서 및 시설물,학사안내,"제증명발급, 휴/복학",,,"제증명발급, 휴/복학","<학사안내>
제증명발급, 휴/복학
033-730-0121",,
640,부서 및 시설물,학사안내,계절학기,,,730-0120,"<학사안내>
계절학기
033-730-0120",,
641,부서 및 시설물,학사안내,계절학기,,,033-730-0120,"<학사안내>
계절학기
033-730-0120",,
642,부서 및 시설물,학사안내,계절학기,,,계절학기,"<학사안내>
계절학기
033-730-0120",,
643,부서 및 시설물,학사안내,계절학기,,,0120,"<학사안내>
계절학기
033-730-0120",,
644,부서 및 시설물,학사안내,사이버캠퍼스,,,033-738-7582,"<학사안내>
사이버캠퍼스
033-738-7582",,
645,부서 및 시설물,학사안내,사이버캠퍼스,,,738-7582,"<학사안내>
사이버캠퍼스
033-738-7582",,
646,부서 및 시설물,학사안내,사이버캠퍼스,,,사이버캠퍼스,"<학사안내>
사이버캠퍼스
033-738-7582",,
647,부서 및 시설물,학사안내,사이버캠퍼스,,,7582,"<학사안내>
사이버캠퍼스
033-738-7582",,
648,부서 및 시설물,취업/상담,진로/취업,,,진로/취업,"<취업/상담>
진로/취업
033-738-8837",,
649,부서 및 시설물,취업/상담,진로/취업,,,8837,"<취업/상담>
진로/취업
033-738-8837",,
650,부서 및 시설물,취업/상담,진로/취업,,,033-738-8837,"<취업/상담>
진로/취업
033-738-8837",,
651,부서 및 시설물,취업/상담,진로/취업,,,738-8837,"<취업/상담>
진로/취업
033-738-8837",,
652,부서 및 시설물,취업/상담,심리검사/상담,,,738-7940,"<취업/상담>
심리검사/상담
033-738-7940",,
653,부서 및 시설물,취업/상담,심리검사/상담,,,심리검사/상담,"<취업/상담>
심리검사/상담
033-738-7940",,
654,부서 및 시설물,취업/상담,심리검사/상담,,,7940,"<취업/상담>
심리검사/상담
033-738-7940",,
655,부서 및 시설물,취업/상담,심리검사/상담,,,033-738-7940,"<취업/상담>
심리검사/상담
033-738-7940",,
656,부서 및 시설물,장학,교내장학,,,033-738-7527,"<장학>
교내장학
033-738-7527",,
657,부서 및 시설물,장학,교내장학,,,교내장학,"<장학>
교내장학
033-738-7527",,
658,부서 및 시설물,장학,교내장학,,,7527,"<장학>
교내장학
033-738-7527",,
659,부서 및 시설물,장학,교내장학,,,738-7527,"<장학>
교내장학
033-738-7527",,
660,부서 및 시설물,장학,"상지대 국가장학, 학자금대출",,,033-730-0137,"<장학>
상지대 국가장학, 학자금대출
033-730-0137",,
661,부서 및 시설물,장학,"상지대 국가장학, 학자금대출",,,0137,"<장학>
상지대 국가장학, 학자금대출
033-730-0137",,
662,부서 및 시설물,장학,"상지대 국가장학, 학자금대출",,,730-0137,"<장학>
상지대 국가장학, 학자금대출
033-730-0137",,
663,부서 및 시설물,장학,"상지대 국가장학, 학자금대출",,,"상지대 국가장학, 학자금대출","<장학>
상지대 국가장학, 학자금대출
033-730-0137",,
664,부서 및 시설물,장학,"상지영서대 국가장학, 대출",,,8059,"<장학>
상지영서대 국가장학, 대출
033-738-8059",,
665,부서 및 시설물,장학,"상지영서대 국가장학, 대출",,,033-738-8059,"<장학>
상지영서대 국가장학, 대출
033-738-8059",,
666,부서 및 시설물,장학,"상지영서대 국가장학, 대출",,,"상지영서대 국가장학, 대출","<장학>
상지영서대 국가장학, 대출
033-738-8059",,
667,부서 및 시설물,장학,"상지영서대 국가장학, 대출",,,738-8059,"<장학>
상지영서대 국가장학, 대출
033-738-8059",,
668,부서 및 시설물,장학,국가근로,,,730-0138,"<장학>
국가근로
033-730-0138",,
669,부서 및 시설물,장학,국가근로,,,0138,"<장학>
국가근로
033-730-0138",,
670,부서 및 시설물,장학,국가근로,,,033-730-0138,"<장학>
국가근로
033-730-0138",,
671,부서 및 시설물,장학,국가근로,,,국가근로,"<장학>
국가근로
033-730-0138",,
672,부서 및 시설물,학생지원,통학버스,,,033-738-7590,"<학생지원>
통학버스
033-738-7590",,
673,부서 및 시설물,학생지원,통학버스,,,통학버스,"<학생지원>
통학버스
033-738-7590",,
674,부서 및 시설물,학생지원,통학버스,,,7590,"<학생지원>
통학버스
033-738-7590",,
675,부서 및 시설물,학생지원,통학버스,,,738-7590,"<학생지원>
통학버스
033-738-7590",,
676,부서 및 시설물,학생지원,"학생증, 학생자치기구",,,7529,"<학생지원>
학생증, 학생자치기구
033-738-7529",,
677,부서 및 시설물,학생지원,"학생증, 학생자치기구",,,033-738-7529,"<학생지원>
학생증, 학생자치기구
033-738-7529",,
678,부서 및 시설물,학생지원,"학생증, 학생자치기구",,,738-7529,"<학생지원>
학생증, 학생자치기구
033-738-7529",,
679,부서 및 시설물,학생지원,"학생증, 학생자치기구",,,"학생증, 학생자치기구","<학생지원>
학생증, 학생자치기구
033-738-7529",,
680,부서 및 시설물,학생지원,"학생복지, 학생회지원",,,730-0136,"<학생지원>
학생복지, 학생회지원
033-730-0136",,
681,부서 및 시설물,학생지원,"학생복지, 학생회지원",,,"학생복지, 학생회지원","<학생지원>
학생복지, 학생회지원
033-730-0136",,
682,부서 및 시설물,학생지원,"학생복지, 학생회지원",,,033-730-0136,"<학생지원>
학생복지, 학생회지원
033-730-0136",,
683,부서 및 시설물,학생지원,"학생복지, 학생회지원",,,0136,"<학생지원>
학생복지, 학생회지원
033-730-0136",,
684,부서 및 시설물,기타,등록금 수납,,,730-0162,"<기타>
등록금 수납
033-730-0162",,
685,부서 및 시설물,기타,등록금 수납,,,0162,"<기타>
등록금 수납
033-730-0162",,
686,부서 및 시설물,기타,등록금 수납,,,수납,"<기타>
등록금 수납
033-730-0162",,
687,부서 및 시설물,기타,등록금 수납,,,033-730-0162,"<기타>
등록금 수납
033-730-0162",,
688,부서 및 시설물,기타,등록금 수납,,,등록금 수납,"<기타>
등록금 수납
033-730-0162",,
689,부서 및 시설물,기타,홍보,,,0183,"<기타>
홍보
033-730-0181
033-730-0182
033-730-0183",,
690,부서 및 시설물,기타,홍보,,,033-730-0182,"<기타>
홍보
033-730-0181
033-730-0182
033-730-0183",,
691,부서 및 시설물,기타,홍보,,,0182,"<기타>
홍보
033-730-0181
033-730-0182
033-730-0183",,
692,부서 및 시설물,기타,홍보,,,730-0183,"<기타>
홍보
033-730-0181
033-730-0182
033-730-0183",,
693,부서 및 시설물,기타,홍보,,,730-0181,"<기타>
홍보
033-730-0181
033-730-0182
033-730-0183",,
694,부서 및 시설물,기타,홍보,,,0181,"<기타>
홍보
033-730-0181
033-730-0182
033-730-0183",,
